molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
8973,MOL008973,wjn_bwwz_Molecule63.mol2,Gomisin F,7.52002007569,514.620,4.945,0.53477,0.06506,,1,9,0.8325,0.19777179
8974,MOL008974,wjn_bwwz_Molecule64.mol2,Gomisin G,32.67834097,508.610,5.191,0.73032,0.16342,8.498748,1,8,0.82713,0.21489508
8975,MOL008975,wjn_bwwz_Molecule65.mol2,Gomisin H,7.88415220822,418.530,3.800,0.65090,0.11594,,2,7,0.62369,0.12508889
8976,MOL008976,wjn_bwwz_Molecule66.mol2,Gomisin J,8.40725073767,388.500,4.765,0.87383,0.41343,,2,6,0.54311,0.17097798
8977,MOL008977,wjn_bwwz_Molecule67.mol2,AIDS446185,8.77023034484,416.510,4.033,0.64521,0.29062,,1,7,0.77834,0.16017456
8978,MOL008978,wjn_bwwz_Molecule68.mol2,Gomisin R,34.84255546,400.460,3.834,0.60465,0.03731,9.539573,1,7,0.85805,0.20465718
8979,MOL008979,wjn_bwwz_Molecule69.mol2,Gomisin S,7.70518374909,432.560,4.232,0.79594,0.50920,,1,7,0.6603,0.12388784
8980,MOL008980,wjn_bwwz_Molecule71.mol2,Gomphrenin I,5.92685087324,552.540,-1.101,-3.01087,-3.55812,,9,15,0.80424,0.32678849
8981,MOL008981,wjn_bwwz_Molecule71_qt.mol2,Gomphrenin I_qt,23.044643819,390.380,0.804,-1.32903,-1.78124,,6,10,0.51898,0.37257257
8982,MOL008982,wjn_bwwz_Molecule73.mol2,Hexahydroxytaxadiene,8.2810803776,368.520,-0.044,-0.80861,-1.05167,,6,6,0.40129,0.27443188
8983,MOL008983,wjn_bwwz_Molecule74.mol2,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",20.9049917262,478.440,0.146,-1.27824,-2.33443,,7,12,0.82728,0.25826016
8984,MOL008984,wjn_bwwz_Molecule83.mol2,(1R)-1-phenylpropan-1-ol,70.320184252,136.210,2.127,1.25957,1.43588,-2.29992,1,1,0.022332,0.35583398
8985,MOL008985,wjn_bwwz_Molecule85.mol2,Psilostachyin A,16.5607499566,280.350,1.596,0.20808,-0.13897,,1,5,0.19237,0.3613742
8986,MOL008986,wjn_bwwz_Molecule86.mol2,Rugosal,20.971524397,266.370,2.921,0.29099,0.29656,,1,4,0.17972,0.3054361
8987,MOL008987,wjn_bwwz_Molecule88.mol2,Schisanhenol acetate,19.6793160248,444.570,5.051,0.89666,0.56398,,0,7,0.70964,0.12250121
