Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880),10/15,3.083871750481658e-23,3.999781660374711e-20,0,0,886.2222222222222,45935.79684948015,ADRA1D;ADRB1;ADRB2;DRD1;ADRA1B;ADRA2C;DRD2;ADRA2B;DRD3;ADRA2A
GO_Biological_Process_2023,Adrenergic Receptor Signaling Pathway (GO:0071875),10/18,4.466679088279497e-22,2.896641388749254e-19,0,0,553.8055555555555,27225.206740032856,ADRA1D;ADRB1;ADRB2;DRD1;ADRA1B;ADRA2C;DRD2;ADRA2B;DRD3;ADRA2A
GO_Biological_Process_2023,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),11/110,8.1565536110849e-15,3.526350011192372e-12,0,0,50.11616161616162,1625.7660108989448,ADRA1D;ADCY2;ADRB1;ADRB2;DRD1;ADRA1B;ADRA2C;DRD2;ADRA2B;DRD3;ADRA2A
GO_Biological_Process_2023,Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),9/83,1.272255319038236e-12,4.12528787198148e-10,0,0,52.537896592244415,1439.0250686793577,OPRD1;ADRA1D;OPRM1;DRD1;ADRA1B;DRD2;DRD3;ESR1;ADRA2A
GO_Biological_Process_2023,Dopamine Metabolic Process (GO:0042417),6/19,8.613832299322964e-12,2.2344280984443768e-09,0,0,187.7425431711146,4783.2391425606365,MAOB;MAOA;DRD1;DRD2;DRD3;DRD4
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),12/310,3.760858437995876e-11,8.129722323467752e-09,0,0,18.398938660839708,441.6442374574546,IL6;ADRA1D;PRKCA;OPRM1;ADRB2;ADRA1B;ADRA2C;ADRA2B;ADRA2A;EGFR;DRD4;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),12/387,4.820367006726093e-10,8.203537996723149e-08,0,0,14.563720930232558,312.4355176746098,IL10;ACHE;IL6;CAV1;ADRA1D;PRKCA;ADRB1;ADRB2;ADRA2A;IL2;MTOR;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),14/594,5.060008016483053e-10,8.203537996723149e-08,0,0,11.40075693860387,244.0273065102459,GSK3B;CAV1;ADRA1D;PRKCA;ADRA2A;EGFR;IL2;MTOR;CDC25B;VEGFA;FOSL1;IL6;CDK4;CDK2
GO_Biological_Process_2023,Regulation Of MAPK Cascade (GO:0043408),9/204,4.243776949298678e-09,6.11575411471154e-07,0,0,19.81605351170569,382.01015763437175,IL6;CAV1;ADRA1D;ADRB2;ADRA1B;ADRA2C;ADRA2B;ADRA2A;EGFR
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),11/406,1.1311182248359273e-08,1.421597095760425e-06,0,0,12.373417721518988,226.40228931094867,IL10;GSK3B;IL6;MMP3;CDK2;SCN5A;DRD1;MAPK14;ESR1;EGFR;MTOR
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),14/766,1.3143067048210312e-08,1.421597095760425e-06,0,0,8.715036325895174,158.15500130186328,IL10;ADRA1D;OPRM1;ADRA2A;EGFR;IL2;CDC25B;VEGFA;FOSL1;IL6;CDK4;CDK2;DRD2;TP53
GO_Biological_Process_2023,Regulation Of miRNA Transcription (GO:1902893),6/59,1.3152787316210565e-08,1.421597095760425e-06,0,0,45.95764343473238,833.9764493198693,IL10;FOSL1;NR3C1;TP53;ESR1;EGFR
GO_Biological_Process_2023,Catecholamine Metabolic Process (GO:0006584),4/13,3.5917734406889666e-08,3.5834847327489145e-06,0,0,173.7342047930283,2978.1577617196144,DRD1;DRD2;DRD3;DRD4
GO_Biological_Process_2023,Positive Regulation Of Signaling Receptor Activity (GO:2000273),5/36,4.6117768599352356e-08,4.272481848097142e-06,0,0,64.23870967741935,1085.1246216033644,IL10;ADRB2;ADRA2C;ADRA2B;ADRA2A
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),11/482,6.53294742304737e-08,5.408095354175575e-06,0,0,10.336518046709129,171.00552020522207,IL10;GSK3B;IL6;CAV1;PRKCA;MPO;TP53;EGFR;IL2;MTOR;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),11/483,6.671513158582053e-08,5.408095354175575e-06,0,0,10.314088983050848,170.41798063765916,FOSL1;IL6;CDK4;CDK2;ADRA1D;SCN5A;ADRA2A;EGFR;IL2;CDC25B;VEGFA
GO_Biological_Process_2023,Activation Of Protein Kinase Activity (GO:0032147),6/81,9.045709022441109e-08,6.901343883591833e-06,0,0,32.440816326530616,526.1378188828969,ADRB2;ADRA2C;ADRA2B;ADRA2A;MTOR;VEGFA
GO_Biological_Process_2023,Positive Regulation Of miRNA Transcription (GO:1902895),5/43,1.1605114265495893e-07,8.362129556860095e-06,0,0,52.38684210526316,836.5777850502533,IL10;FOSL1;NR3C1;TP53;EGFR
GO_Biological_Process_2023,Response To Ethanol (GO:0045471),4/18,1.521601693896974e-07,9.836693518730998e-06,0,0,111.65826330532212,1752.8485018582537,OPRM1;DRD2;DRD3;DRD4
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),11/525,1.545853521588487e-07,9.836693518730998e-06,0,0,9.450875486381324,148.21353865351483,IL6;CAV1;ADRA1D;ADRB2;ADRA1B;ADRA2C;ADRA2B;TP53;ADRA2A;EGFR;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),6/89,1.592679752454518e-07,9.836693518730998e-06,0,0,29.302188345217605,458.6577093246317,OPRD1;IL6;CAV1;NOS1;EGFR;VEGFA
GO_Biological_Process_2023,Response To Organonitrogen Compound (GO:0010243),5/47,1.8339783651222253e-07,1.0592321560296436e-05,0,0,47.38809523809524,735.0655606947012,IL6;DRD2;DRD3;DRD4;MTOR
GO_Biological_Process_2023,Cellular Response To Lipid (GO:0071396),8/228,1.93684109275152e-07,1.0592321560296436e-05,0,0,15.261121856866538,235.89172989915824,IL10;GSK3B;IL6;ADCY2;NR3C1;MAPK14;ESR1;EGFR
GO_Biological_Process_2023,Prepulse Inhibition (GO:0060134),3/5,1.9600286618898578e-07,1.0592321560296436e-05,0,0,575.2788461538462,8885.26033570936,DRD1;DRD2;DRD3
GO_Biological_Process_2023,Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),6/93,2.0716492391426465e-07,1.074771625267205e-05,0,0,27.949331456720618,430.1332413108465,OPRD1;IL6;CAV1;NOS1;EGFR;VEGFA
GO_Biological_Process_2023,Positive Regulation Of miRNA Metabolic Process (GO:2000630),5/49,2.2703937894366746e-07,1.1325772095766796e-05,0,0,45.22954545454545,691.928025195927,IL10;FOSL1;NR3C1;TP53;EGFR
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),15/1127,2.3623074916734905e-07,1.1347825247038951e-05,0,0,6.351056654676259,96.90732333869272,IL10;CRP;OPRD1;GSK3B;NR3C1;MAPK14;ESR1;ESR2;MTOR;VEGFA;IL6;CDK4;CDK2;PGR;TP53
GO_Biological_Process_2023,Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),5/52,3.07512441690927e-07,1.4244415602611868e-05,0,0,42.33617021276596,634.8203005641363,OPRM1;DRD2;DRD3;ADRA2A;DRD4
GO_Biological_Process_2023,Response To Cocaine (GO:0042220),3/6,3.912452147646418e-07,1.749810494999105e-05,0,0,383.5,5658.132663444433,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),10/480,6.416149081509524e-07,2.7739151195726176e-05,0,0,9.2080378250591,131.299966990239,IL10;CRP;GSK3B;IL6;PGR;MAPK14;TP53;ADRA2A;MTOR;VEGFA
GO_Biological_Process_2023,Regulation Of Dopamine Uptake Involved In Synaptic Transmission (GO:0051584),3/7,6.833493869035678e-07,2.8590456606900885e-05,0,0,287.6105769230769,4082.994402410845,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),9/381,8.818904719533797e-07,3.574412319136042e-05,0,0,10.294354838709678,143.51563878100657,IL10;GSK3B;IL6;MPO;TP53;EGFR;IL2;MTOR;VEGFA
GO_Biological_Process_2023,Regulation Of Potassium Ion Transport (GO:0043266),4/30,1.329801983874027e-06,5.226524766923072e-05,0,0,60.08748114630468,813.0124926123792,DRD1;NOS1;DRD2;ADRA2A
GO_Biological_Process_2023,Cellular Response To Hypoxia (GO:0071456),5/72,1.5879523584934004e-06,5.7266713962917375e-05,0,0,29.66865671641791,396.1675074280366,OPRD1;PTGS2;TP53;MTOR;VEGFA
GO_Biological_Process_2023,Arachidonate Transport (GO:1903963),3/9,1.6336687869143735e-06,5.7266713962917375e-05,0,0,191.72115384615384,2554.623461903292,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Arachidonic Acid Secretion (GO:0050482),3/9,1.6336687869143735e-06,5.7266713962917375e-05,0,0,191.72115384615384,2554.623461903292,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Response To Histamine (GO:0034776),3/9,1.6336687869143735e-06,5.7266713962917375e-05,0,0,191.72115384615384,2554.623461903292,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Cellular Response To Decreased Oxygen Levels (GO:0036294),5/73,1.7011669297525067e-06,5.806351336550003e-05,0,0,29.230882352941176,388.3087737360307,OPRD1;PTGS2;TP53;MTOR;VEGFA
GO_Biological_Process_2023,Regulation Of Postsynaptic Membrane Potential (GO:0060078),4/35,2.514956818339858e-06,8.363843572786655e-05,0,0,50.383301707779886,649.6047528415972,GSK3B;GABRA6;DRD2;DRD4
GO_Biological_Process_2023,Visual Learning (GO:0008542),3/11,3.196521188954781e-06,0.00010364719955185877,0,0,143.77644230769232,1819.2676598709952,DRD1;DRD2;DRD3
GO_Biological_Process_2023,Negative Regulation Of Protein Secretion (GO:0050709),4/39,3.918603512477121e-06,0.0001239616769678738,0,0,44.61624649859944,555.462239820052,OPRM1;DRD2;DRD3;DRD4
GO_Biological_Process_2023,Adult Locomotory Behavior (GO:0008344),3/12,4.253736417996487e-06,0.00012830456125910333,0,0,127.7948717948718,1580.5302721937885,DRD1;DRD2;DRD4
GO_Biological_Process_2023,Icosanoid Secretion (GO:0032309),3/12,4.253736417996487e-06,0.00012830456125910333,0,0,127.7948717948718,1580.5302721937885,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),7/246,4.799160692954273e-06,0.00014146616860822027,0,0,12.024232914923292,147.2616163252069,IL10;OPRD1;IL6;CAV1;ESR1;ESR2;VEGFA
GO_Biological_Process_2023,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),6/163,5.5679438535098345e-06,0.00015919361555406886,0,0,15.433251007409334,186.7189514739841,ADRA1D;ADCY2;ADRB2;DRD1;ADRA1B;ADRA2A
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),5/93,5.646034167684786e-06,0.00015919361555406886,0,0,22.56477272727273,272.6852861972089,GSK3B;MMP3;CDK2;PRKCA;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),8/364,6.435335618274178e-06,0.00017758787865748102,0,0,9.366005259383218,111.95847853953278,CRP;GSK3B;IL6;PGR;MAPK14;TP53;MTOR;VEGFA
GO_Biological_Process_2023,Negative Regulation Of Blood Pressure (GO:0045776),3/14,7.010638301606187e-06,0.00018943328910798384,0,0,104.54895104895104,1240.795503696715,NOS1;DRD2;DRD3
GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),5/98,7.301268481267138e-06,0.00019326010653476487,0,0,21.346236559139783,252.471811572936,ACHE;CAV1;ADRB1;ADRB2;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),4/46,7.66434235154246e-06,0.00019881304059901145,0,0,37.1671335200747,437.7891327261682,PRKCA;PTGS2;MAPK14;VEGFA
GO_Biological_Process_2023,Vasodilation (GO:0042311),3/15,8.746245348728185e-06,0.0002215035675546495,0,0,95.83173076923076,1116.1412485011324,ADRB1;ADRB2;NOS1
GO_Biological_Process_2023,Regulation Of Protein Secretion (GO:0050708),5/102,8.88063647867523e-06,0.0002215035675546495,0,0,20.46185567010309,238.00488421256608,ACHE;IL6;DRD2;DRD3;DRD4
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),7/272,9.25572768107112e-06,0.00022650337362923096,0,0,10.830188679245284,125.52478916720236,CAV1;PRKCA;DRD1;ADRA2A;EGFR;MTOR;VEGFA
GO_Biological_Process_2023,"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",4/50,1.07287447670584e-05,0.0002576885548680508,0,0,33.928388746803066,388.2284379371055,OPRD1;OPRM1;DRD1;DRD4
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),5/108,1.1737428440349472e-05,0.000276789903402423,0,0,19.264077669902917,218.69983029936685,ACHE;CAV1;ADRB1;ADRB2;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Heart Rate (GO:0010460),3/17,1.3020489206058386e-05,0.0003015638303617451,0,0,82.13324175824175,923.915715293204,ADRA1D;ADRB1;ADRA1B
GO_Biological_Process_2023,Associative Learning (GO:0008306),3/18,1.5594182774792405e-05,0.0003487181906707888,0,0,76.65384615384616,848.4517283201251,DRD1;DRD2;DRD3
GO_Biological_Process_2023,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),3/18,1.5594182774792405e-05,0.0003487181906707888,0,0,76.65384615384616,848.4517283201251,CDK4;CDK2;TP53
GO_Biological_Process_2023,Cellular Response To Peptide (GO:1901653),4/56,1.690267597458754e-05,0.0003715723854074583,0,0,30.004524886877828,329.69087783805725,GSK3B;CAV1;ADRB2;TP53
GO_Biological_Process_2023,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),5/117,1.731515702236323e-05,0.0003742959776334185,0,0,17.708035714285714,194.1496341102694,ADRB2;ADRA2A;EGFR;DRD4;VEGFA
GO_Biological_Process_2023,Regulation Of Neuroinflammatory Response (GO:0150077),3/19,1.848205796311634e-05,0.0003929709701338015,0,0,71.859375,783.1744987014366,IL6;MMP3;PTGS2
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),10/705,1.934556320802872e-05,0.0004003306420048496,0,0,6.155075939248601,66.80133126613117,IL10;GSK3B;IL6;MPO;SLC6A2;TP53;EGFR;IL2;MTOR;VEGFA
GO_Biological_Process_2023,Response To Organic Cyclic Compound (GO:0014070),4/58,1.944551306577141e-05,0.0004003306420048496,0,0,28.89034132171387,313.3993662106147,DRD2;DRD3;ESR1;DRD4
GO_Biological_Process_2023,Activation Of Adenylate Cyclase Activity (GO:0007190),3/20,2.170128828871973e-05,0.0004397901704760858,0,0,67.6289592760181,726.2091604672793,ADRB1;ADRB2;DRD1
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),7/320,2.6402261674717223e-05,0.000526826667570896,0,0,9.146964856230031,96.42786039975014,IL10;IL6;PTGS2;DRD2;MAPK14;ADRA2A;IL2
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),6/221,3.138223832367624e-05,0.000616708531906183,0,0,11.236829615567157,116.51770318802326,CAV1;PRKCA;DRD1;ADRA2A;EGFR;VEGFA
GO_Biological_Process_2023,Regulation Of Cell Growth (GO:0001558),6/227,3.645876548697997e-05,0.000705776400546463,0,0,10.928432911626189,111.68124753882438,SLC6A2;TP53;EGFR;ESR2;IL2;MTOR
GO_Biological_Process_2023,Negative Regulation Of Protein Transport (GO:0051224),3/25,4.33590367684463e-05,0.0008033810098382122,0,0,52.24562937062937,524.8593531544692,DRD2;DRD3;DRD4
GO_Biological_Process_2023,Activation Of Protein Kinase B Activity (GO:0032148),3/25,4.33590367684463e-05,0.0008033810098382122,0,0,52.24562937062937,524.8593531544692,ADRA2C;ADRA2B;MTOR
GO_Biological_Process_2023,"Chemical Synaptic Transmission, Postsynaptic (GO:0099565)",3/25,4.33590367684463e-05,0.0008033810098382122,0,0,52.24562937062937,524.8593531544692,GSK3B;DRD2;DRD4
GO_Biological_Process_2023,Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),3/26,4.8919217375186e-05,0.0008812253463280033,0,0,49.97157190635451,495.9848537644187,ADRB1;ADRB2;DRD1
GO_Biological_Process_2023,Response To Glucocorticoid (GO:0051384),3/26,4.8919217375186e-05,0.0008812253463280033,0,0,49.97157190635451,495.9848537644187,IL10;IL6;NR3C1
GO_Biological_Process_2023,Regulation Of Cold-Induced Thermogenesis (GO:0120161),5/146,5.018849962944183e-05,0.000891705260539535,0,0,14.045390070921986,139.04549428373122,ACHE;CAV1;ADRB1;ADRB2;VEGFA
GO_Biological_Process_2023,Regulation Of Immunoglobulin Production (GO:0002637),3/27,5.4927070719367887e-05,0.000949872142973602,0,0,47.88701923076923,469.7479181636888,IL10;IL6;IL2
GO_Biological_Process_2023,Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482),3/27,5.4927070719367887e-05,0.000949872142973602,0,0,47.88701923076923,469.7479181636888,DRD1;DRD2;DRD3
GO_Biological_Process_2023,Cellular Response To Organic Cyclic Compound (GO:0071407),5/152,6.0790599409305786e-05,0.0010374395714982,0,0,13.468027210884356,130.74862359763216,ADCY2;DRD1;NR3C1;ESR1;EGFR
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),8/500,6.256342665408752e-05,0.0010538281087058,0,0,6.729977512541083,65.14167114576163,GSK3B;CDK4;CDK2;PRKCA;MAPK14;EGFR;MTOR;CDC25B
GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),5/155,6.670085000849696e-05,0.0011091154161669,0,0,13.196666666666667,126.88981479385728,NOS1;NR3C1;MAPK14;EGFR;VEGFA
GO_Biological_Process_2023,Peptidyl-Serine Phosphorylation (GO:0018105),5/158,7.30451266025769e-05,0.0011641512875816,0,0,12.9359477124183,123.20756902695553,GSK3B;CDK2;PRKCA;MAPK14;MTOR
GO_Biological_Process_2023,Regulation Of Epinephrine Secretion (GO:0014060),2/5,7.385769263711544e-05,0.0011641512875816,0,0,250.8427672955975,2386.360154611872,ADRA2C;ADRA2B
GO_Biological_Process_2023,Regulation Of Nitric Oxide Mediated Signal Transduction (GO:0010749),2/5,7.385769263711544e-05,0.0011641512875816,0,0,250.8427672955975,2386.360154611872,EGFR;VEGFA
GO_Biological_Process_2023,Regulation Of Pentose-Phosphate Shunt (GO:0043456),2/5,7.385769263711544e-05,0.0011641512875816,0,0,250.8427672955975,2386.360154611872,TP53;MTOR
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),7/377,7.449850182673637e-05,0.0011641512875816,0,0,7.715371621621622,73.33253601405308,OPRD1;IL6;CAV1;NOS1;TP53;EGFR;VEGFA
GO_Biological_Process_2023,Peptidyl-Serine Modification (GO:0018209),5/166,9.225109176620036e-05,0.0014244007859614,0,0,12.288198757763976,114.16961091546598,GSK3B;CDK2;PRKCA;MAPK14;MTOR
GO_Biological_Process_2023,Regulation Of Cytokine Production (GO:0001817),5/167,9.490082745681616e-05,0.0014480749789587,0,0,12.211728395061728,113.11330957274032,IL10;CRP;IL6;MAPK14;ADRA2A
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),6/273,0.00010128784278383862,0.0015275620010539,0,0,9.024535656959412,83.00356528177875,CHRNA2;GABRA6;HTR3A;DRD2;SLC6A2;DRD4
GO_Biological_Process_2023,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),4/90,0.00010972649365991924,0.0015627404263458,0,0,18.11126310989512,165.12979837246945,IL6;TP53;EGFR;VEGFA
GO_Biological_Process_2023,Regulation Of Norepinephrine Secretion (GO:0014061),2/6,0.00011059129575543732,0.0015627404263458,0,0,188.122641509434,1713.7350279504103,ADRA2C;ADRA2B
GO_Biological_Process_2023,Response To Alkaloid (GO:0043279),2/6,0.00011059129575543732,0.0015627404263458,0,0,188.122641509434,1713.7350279504103,DRD2;DRD3
GO_Biological_Process_2023,Negative Regulation Of Catecholamine Secretion (GO:0033604),2/6,0.00011059129575543732,0.0015627404263458,0,0,188.122641509434,1713.7350279504103,ADRA2C;ADRA2B
GO_Biological_Process_2023,Response To Estrogen (GO:0043627),3/34,0.0001108497449682486,0.0015627404263458,0,0,37.06079404466501,337.5250638621522,CAV1;ESR1;ESR2
GO_Biological_Process_2023,Positive Regulation Of Immunoglobulin Production (GO:0002639),3/34,0.0001108497449682486,0.0015627404263458,0,0,37.06079404466501,337.5250638621522,IL10;IL6;IL2
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),12/1243,0.00011405357260788548,0.0015803830898967,0,0,4.242495229818828,38.51694508553228,IL10;FOSL1;IL6;PGR;NOS1;NR3C1;TP53;ESR1;EGFR;ESR2;MTOR;VEGFA
GO_Biological_Process_2023,Positive Regulation Of MAP Kinase Activity (GO:0043406),4/91,0.0001145381730534268,0.0015803830898967,0,0,17.90218616182105,162.45522153470918,ADRA2A;EGFR;DRD4;VEGFA
GO_Biological_Process_2023,Regulation Of Sodium Ion Transport (GO:0002028),3/35,0.00012100621163222596,0.0016348443384062,0,0,35.90084134615385,323.8136941995024,NOS1;SCN5A;DRD2
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),3/35,0.00012100621163222596,0.0016348443384062,0,0,35.90084134615385,323.8136941995024,CDK4;CDK2;CDC25B
GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation (GO:0045597),6/283,0.00012331938927566825,0.0016489200813457,0,0,8.694319605098357,78.25524857630434,GSK3B;IL6;ADRA2C;MAPK14;ADRA2B;MTOR
GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),4/94,0.00012989240724720644,0.0017190862469349,0,0,17.302832244008716,154.83965589751529,CAV1;NR3C1;ESR1;ESR2
GO_Biological_Process_2023,Positive Regulation Of Phospholipase C Activity (GO:0010863),3/36,0.0001317501723189199,0.0017260603383599,0,0,34.81118881118881,311.0241541658965,ADRA1D;ESR1;EGFR
GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),4/98,0.00015261728467047046,0.0018621553376229,0,0,16.56320400500626,145.55043350399507,GSK3B;MMP3;TP53;VEGFA
GO_Biological_Process_2023,Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159),2/7,0.00015455489350419234,0.0018621553376229,0,0,150.49056603773585,1320.5488820056016,DRD2;DRD3
GO_Biological_Process_2023,ER Overload Response (GO:0006983),2/7,0.00015455489350419234,0.0018621553376229,0,0,150.49056603773585,1320.5488820056016,GSK3B;TP53
GO_Biological_Process_2023,Catecholamine Catabolic Process (GO:0042424),2/7,0.00015455489350419234,0.0018621553376229,0,0,150.49056603773585,1320.5488820056016,MAOB;MAOA
