gene_symbol,ensembl_id,score,source,gene_id,disease,disease_key
PRNP,ENSG00000171867,0.7196974280579174,OpenTargets,,Insomnia,insomnia
GABRB2,ENSG00000145864,0.7002789195683313,OpenTargets,,Insomnia,insomnia
GABRB3,ENSG00000166206,0.6334863123606086,OpenTargets,,Insomnia,insomnia
GABRA6,ENSG00000145863,0.6181085625212828,OpenTargets,,Insomnia,insomnia
GABRA1,ENSG00000022355,0.6103559882535325,OpenTargets,,Insomnia,insomnia
GABRG2,ENSG00000113327,0.6097286055513259,OpenTargets,,Insomnia,insomnia
GABRB1,ENSG00000163288,0.6066021861647631,OpenTargets,,Insomnia,insomnia
GABRP,ENSG00000094755,0.605992296655394,OpenTargets,,Insomnia,insomnia
GABRE,ENSG00000102287,0.605992296655394,OpenTargets,,Insomnia,insomnia
GABRA2,ENSG00000151834,0.605638795283961,OpenTargets,,Insomnia,insomnia
GABRA4,ENSG00000109158,0.6053161145479746,OpenTargets,,Insomnia,insomnia
GABRD,ENSG00000187730,0.6052582955898933,OpenTargets,,Insomnia,insomnia
GABRA5,ENSG00000186297,0.6051357560373068,OpenTargets,,Insomnia,insomnia
GABRA3,ENSG00000011677,0.6051357560373068,OpenTargets,,Insomnia,insomnia
GABRG1,ENSG00000163285,0.6050683470186822,OpenTargets,,Insomnia,insomnia
GABRQ,ENSG00000268089,0.6050683470186822,OpenTargets,,Insomnia,insomnia
GABRG3,ENSG00000182256,0.6050683470186822,OpenTargets,,Insomnia,insomnia
MTNR1B,ENSG00000134640,0.6020563367286729,OpenTargets,,Insomnia,insomnia
MTNR1A,ENSG00000168412,0.6005870646548009,OpenTargets,,Insomnia,insomnia
HCRTR2,ENSG00000137252,0.5988748728311054,OpenTargets,,Insomnia,insomnia
HCRTR1,ENSG00000121764,0.5956659546129768,OpenTargets,,Insomnia,insomnia
HTR2A,ENSG00000102468,0.5650645632232414,OpenTargets,,Insomnia,insomnia
HRH1,ENSG00000196639,0.5638649140069747,OpenTargets,,Insomnia,insomnia
HTR2C,ENSG00000147246,0.5469168961437538,OpenTargets,,Insomnia,insomnia
CRY1,ENSG00000008405,0.5365338200880215,OpenTargets,,Insomnia,insomnia
ADRA2A,ENSG00000150594,0.528610409316237,OpenTargets,,Insomnia,insomnia
ADRA2B,ENSG00000274286,0.5284870845623179,OpenTargets,,Insomnia,insomnia
ADRA2C,ENSG00000184160,0.5273220128783778,OpenTargets,,Insomnia,insomnia
MEIS1,ENSG00000143995,0.49889793428542034,OpenTargets,,Insomnia,insomnia
FOXP2,ENSG00000128573,0.4737212853409685,OpenTargets,,Insomnia,insomnia
DRD2,ENSG00000149295,0.46668046962269677,OpenTargets,,Insomnia,insomnia
APOE,ENSG00000130203,0.46367081836409707,OpenTargets,,Insomnia,insomnia
NPAS3,ENSG00000151322,0.463092441394712,OpenTargets,,Insomnia,insomnia
SLC39A8,ENSG00000138821,0.4624870785859993,OpenTargets,,Insomnia,insomnia
SALL1,ENSG00000103449,0.4624375056060898,OpenTargets,,Insomnia,insomnia
SDK1,ENSG00000146555,0.46038207935323666,OpenTargets,,Insomnia,insomnia
CACNA1C,ENSG00000151067,0.4601511370109513,OpenTargets,,Insomnia,insomnia
ELAVL2,ENSG00000107105,0.45266770704840303,OpenTargets,,Insomnia,insomnia
TET2,ENSG00000168769,0.4507550556323974,OpenTargets,,Insomnia,insomnia
CNR1,ENSG00000118432,0.4497293031762533,OpenTargets,,Insomnia,insomnia
PCDH9,ENSG00000184226,0.4437606998446177,OpenTargets,,Insomnia,insomnia
SLC6A2,ENSG00000103546,0.44283879476886934,OpenTargets,,Insomnia,insomnia
MDGA1,ENSG00000112139,0.43780733608993505,OpenTargets,,Insomnia,insomnia
CA10,ENSG00000154975,0.43542289890989677,OpenTargets,,Insomnia,insomnia
PTPRD,ENSG00000153707,0.43370744037840914,OpenTargets,,Insomnia,insomnia
TEX29,ENSG00000153495,0.4331141908693646,OpenTargets,,Insomnia,insomnia
SLC6A4,ENSG00000108576,0.43286717363633614,OpenTargets,,Insomnia,insomnia
ASPSCR1,ENSG00000169696,0.432615395559724,OpenTargets,,Insomnia,insomnia
PAX8,ENSG00000125618,0.43132647183855516,OpenTargets,,Insomnia,insomnia
NEGR1,ENSG00000172260,0.4302556226006984,OpenTargets,,Insomnia,insomnia
TCF4,ENSG00000196628,0.4263311320125394,OpenTargets,,Insomnia,insomnia
ATP2B2,ENSG00000157087,0.42618800739272444,OpenTargets,,Insomnia,insomnia
LINC03051,ENSG00000239268,0.42433374191149803,OpenTargets,,Insomnia,insomnia
NLGN1,ENSG00000169760,0.42398225281689683,OpenTargets,,Insomnia,insomnia
MON1B,ENSG00000103111,0.42088289765807807,OpenTargets,,Insomnia,insomnia
UGT1A1,ENSG00000241635,0.4203404280507268,OpenTargets,,Insomnia,insomnia
SLCO3A1,ENSG00000176463,0.4201399726067087,OpenTargets,,Insomnia,insomnia
CACNA2D1,ENSG00000153956,0.41843087884751773,OpenTargets,,Insomnia,insomnia
VEGFA,ENSG00000112715,0.41742404538495037,OpenTargets,,Insomnia,insomnia
BTBD9,ENSG00000183826,0.41671013853708205,OpenTargets,,Insomnia,insomnia
TMEM161B,ENSG00000164180,0.4158351195730414,OpenTargets,,Insomnia,insomnia
RASGRP1,ENSG00000172575,0.4142772442666386,OpenTargets,,Insomnia,insomnia
PAX5,ENSG00000196092,0.4112441709461366,OpenTargets,,Insomnia,insomnia
SORCS3,ENSG00000156395,0.40999387286347316,OpenTargets,,Insomnia,insomnia
SPRY4,ENSG00000187678,0.40866779062835673,OpenTargets,,Insomnia,insomnia
LRRTM4,ENSG00000176204,0.40789836202027574,OpenTargets,,Insomnia,insomnia
IGSF9B,ENSG00000080854,0.40757031648512854,OpenTargets,,Insomnia,insomnia
SNCA,ENSG00000145335,0.40752390738604116,OpenTargets,,Insomnia,insomnia
EFNA5,ENSG00000184349,0.40743779184820395,OpenTargets,,Insomnia,insomnia
PDE2A,ENSG00000186642,0.4058675689794024,OpenTargets,,Insomnia,insomnia
INSYN1,ENSG00000205363,0.40555989140280585,OpenTargets,,Insomnia,insomnia
PLCH1,ENSG00000114805,0.403827238745656,OpenTargets,,Insomnia,insomnia
TERF1,ENSG00000147601,0.4027780771602423,OpenTargets,,Insomnia,insomnia
HAPSTR1,ENSG00000182831,0.40144142666783666,OpenTargets,,Insomnia,insomnia
SHROOM4,ENSG00000158352,0.40000848332566447,OpenTargets,,Insomnia,insomnia
FES,ENSG00000182511,0.39955483395167,OpenTargets,,Insomnia,insomnia
RASGEF1A,ENSG00000198915,0.39946026668151974,OpenTargets,,Insomnia,insomnia
CSMD1,ENSG00000183117,0.3990806354944558,OpenTargets,,Insomnia,insomnia
CACNA1B,ENSG00000148408,0.39883381714061766,OpenTargets,,Insomnia,insomnia
CACNA1A,ENSG00000141837,0.39827944735859055,OpenTargets,,Insomnia,insomnia
CACNG4,ENSG00000075461,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1D,ENSG00000157388,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1F,ENSG00000102001,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA2D2,ENSG00000007402,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1S,ENSG00000081248,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNB4,ENSG00000182389,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG2,ENSG00000166862,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG3,ENSG00000006116,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1H,ENSG00000196557,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG5,ENSG00000075429,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA2D3,ENSG00000157445,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG7,ENSG00000105605,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1G,ENSG00000006283,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG1,ENSG00000108878,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG6,ENSG00000130433,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNB3,ENSG00000167535,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1I,ENSG00000100346,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA2D4,ENSG00000151062,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNA1E,ENSG00000198216,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNG8,ENSG00000142408,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNB2,ENSG00000165995,0.3979098675039059,OpenTargets,,Insomnia,insomnia
CACNB1,ENSG00000067191,0.3979098675039059,OpenTargets,,Insomnia,insomnia
GPC6,ENSG00000183098,0.3963449327778342,OpenTargets,,Insomnia,insomnia
ZFHX4,ENSG00000091656,0.39565833749851154,OpenTargets,,Insomnia,insomnia
CCDC148,ENSG00000153237,0.3955077225457484,OpenTargets,,Insomnia,insomnia
TRPC7,ENSG00000069018,0.3955008997752792,OpenTargets,,Insomnia,insomnia
MLLT10,ENSG00000078403,0.3933820703547685,OpenTargets,,Insomnia,insomnia
GRIA1,ENSG00000155511,0.39081247782102535,OpenTargets,,Insomnia,insomnia
CHCHD3,ENSG00000106554,0.3903473473312006,OpenTargets,,Insomnia,insomnia
IMMP2L,ENSG00000184903,0.38950549700328807,OpenTargets,,Insomnia,insomnia
KLF7,ENSG00000118263,0.38908114760403617,OpenTargets,,Insomnia,insomnia
ADCY2,ENSG00000078295,0.38883959215785574,OpenTargets,,Insomnia,insomnia
PAM,ENSG00000145730,0.38788224792954384,OpenTargets,,Insomnia,insomnia
GALNT2,ENSG00000143641,0.3872555265914659,OpenTargets,,Insomnia,insomnia
FOXP1,ENSG00000114861,0.38711177892545473,OpenTargets,,Insomnia,insomnia
PYCR3,ENSG00000104524,0.38634604516883436,OpenTargets,,Insomnia,insomnia
TCF7L2,ENSG00000148737,0.38597386174493853,OpenTargets,,Insomnia,insomnia
NLGN4X,ENSG00000146938,0.3848462007377879,OpenTargets,,Insomnia,insomnia
VRK1,ENSG00000100749,0.3823518882522771,OpenTargets,,Insomnia,insomnia
GPRC5B,ENSG00000167191,0.38197787070613554,OpenTargets,,Insomnia,insomnia
LSAMP,ENSG00000185565,0.38121720216819244,OpenTargets,,Insomnia,insomnia
LIN28B,ENSG00000187772,0.380464493325161,OpenTargets,,Insomnia,insomnia
MAN1A2,ENSG00000198162,0.38039340678785544,OpenTargets,,Insomnia,insomnia
TMEM106B,ENSG00000106460,0.3801357428723832,OpenTargets,,Insomnia,insomnia
NOL4L,ENSG00000197183,0.37957411260030516,OpenTargets,,Insomnia,insomnia
DAB1,ENSG00000173406,0.37939661069396347,OpenTargets,,Insomnia,insomnia
ASXL3,ENSG00000141431,0.37925670844541315,OpenTargets,,Insomnia,insomnia
TOX3,ENSG00000103460,0.37802171447941535,OpenTargets,,Insomnia,insomnia
CSMD3,ENSG00000164796,0.3770038788950244,OpenTargets,,Insomnia,insomnia
LHFPL6,ENSG00000183722,0.3769308293579282,OpenTargets,,Insomnia,insomnia
OLFM4,ENSG00000102837,0.3766285332094142,OpenTargets,,Insomnia,insomnia
KCNMB2,ENSG00000197584,0.3756683659389688,OpenTargets,,Insomnia,insomnia
VWC2L,ENSG00000174453,0.37453212683322934,OpenTargets,,Insomnia,insomnia
NPTXR,ENSG00000221890,0.3726861182810631,OpenTargets,,Insomnia,insomnia
BEND7,ENSG00000165626,0.37209750655238655,OpenTargets,,Insomnia,insomnia
ZIC4,ENSG00000174963,0.3710588232738351,OpenTargets,,Insomnia,insomnia
MAP3K9,ENSG00000006432,0.36967259541047076,OpenTargets,,Insomnia,insomnia
PCLO,ENSG00000186472,0.36954557806491634,OpenTargets,,Insomnia,insomnia
NCAM1,ENSG00000149294,0.3693310514957308,OpenTargets,,Insomnia,insomnia
KCNIP4,ENSG00000185774,0.36777008330448085,OpenTargets,,Insomnia,insomnia
SAMD5,ENSG00000203727,0.3668290843537272,OpenTargets,,Insomnia,insomnia
HEXIM1,ENSG00000186834,0.3666023778236525,OpenTargets,,Insomnia,insomnia
ADARB1,ENSG00000197381,0.36545522742763425,OpenTargets,,Insomnia,insomnia
AKT3,ENSG00000117020,0.36539914792582284,OpenTargets,,Insomnia,insomnia
CNKSR2,ENSG00000149970,0.36428481633832027,OpenTargets,,Insomnia,insomnia
KCND2,ENSG00000184408,0.36103200697517085,OpenTargets,,Insomnia,insomnia
ZMYND8,ENSG00000101040,0.3603889348523656,OpenTargets,,Insomnia,insomnia
GNAO1,ENSG00000087258,0.3594344641424504,OpenTargets,,Insomnia,insomnia
UBR5,ENSG00000104517,0.3570726978942047,OpenTargets,,Insomnia,insomnia
KSR2,ENSG00000171435,0.3566262408412996,OpenTargets,,Insomnia,insomnia
SIM1,ENSG00000112246,0.35618513653391715,OpenTargets,,Insomnia,insomnia
DNM1,ENSG00000106976,0.35409996352805856,OpenTargets,,Insomnia,insomnia
MYO1H,ENSG00000174527,0.35337167259117575,OpenTargets,,Insomnia,insomnia
SEMA6D,ENSG00000137872,0.3531214819040211,OpenTargets,,Insomnia,insomnia
RBFOX1,ENSG00000078328,0.3527799052546688,OpenTargets,,Insomnia,insomnia
FUBP1,ENSG00000162613,0.35143393112516536,OpenTargets,,Insomnia,insomnia
CNTN5,ENSG00000149972,0.3510538098000614,OpenTargets,,Insomnia,insomnia
DIAPH3,ENSG00000139734,0.3508538041081774,OpenTargets,,Insomnia,insomnia
CD40,ENSG00000101017,0.3503845979657375,OpenTargets,,Insomnia,insomnia
B3GALT1,ENSG00000172318,0.3496722924019052,OpenTargets,,Insomnia,insomnia
SNX29,ENSG00000048471,0.34911705289348466,OpenTargets,,Insomnia,insomnia
HS6ST3,ENSG00000185352,0.3473140565549351,OpenTargets,,Insomnia,insomnia
PDE4B,ENSG00000184588,0.3472682809663014,OpenTargets,,Insomnia,insomnia
POGK,ENSG00000143157,0.34707320051921625,OpenTargets,,Insomnia,insomnia
B3GLCT,ENSG00000187676,0.346510208140675,OpenTargets,,Insomnia,insomnia
RIMS3,ENSG00000117016,0.34615480298999207,OpenTargets,,Insomnia,insomnia
TMEM64,ENSG00000180694,0.34568078443363154,OpenTargets,,Insomnia,insomnia
SDC3,ENSG00000162512,0.3452068429776369,OpenTargets,,Insomnia,insomnia
SORCS1,ENSG00000108018,0.3441833301139262,OpenTargets,,Insomnia,insomnia
QSOX2,ENSG00000165661,0.3440694363520719,OpenTargets,,Insomnia,insomnia
KDM4B,ENSG00000127663,0.3431974681981074,OpenTargets,,Insomnia,insomnia
NREP,ENSG00000134986,0.3430619548572872,OpenTargets,,Insomnia,insomnia
NEK11,ENSG00000114670,0.3419022331829802,OpenTargets,,Insomnia,insomnia
BCL11B,ENSG00000127152,0.34110697595234235,OpenTargets,,Insomnia,insomnia
LRFN2,ENSG00000156564,0.34046342946402897,OpenTargets,,Insomnia,insomnia
DUSP13B,ENSG00000079393,0.340288676726656,OpenTargets,,Insomnia,insomnia
TANC2,ENSG00000170921,0.34006797692943563,OpenTargets,,Insomnia,insomnia
ADO,ENSG00000181915,0.33881691705110034,OpenTargets,,Insomnia,insomnia
SEC11C,ENSG00000166562,0.33862870585009547,OpenTargets,,Insomnia,insomnia
TYR,ENSG00000077498,0.33709282338633434,OpenTargets,,Insomnia,insomnia
PCDH20,ENSG00000280165,0.33684508250823264,OpenTargets,,Insomnia,insomnia
MAD1L1,ENSG00000002822,0.33620568291816777,OpenTargets,,Insomnia,insomnia
EMCN,ENSG00000164035,0.33526749887974233,OpenTargets,,Insomnia,insomnia
DCC,ENSG00000187323,0.3351106948187167,OpenTargets,,Insomnia,insomnia
PRDM1,ENSG00000057657,0.3327300872897263,OpenTargets,,Insomnia,insomnia
SGCZ,ENSG00000185053,0.33230193794387225,OpenTargets,,Insomnia,insomnia
ZNF804A,ENSG00000170396,0.33137708601259336,OpenTargets,,Insomnia,insomnia
SNRK,ENSG00000163788,0.3313663580474035,OpenTargets,,Insomnia,insomnia
RHOD,ENSG00000173156,0.3305656597338049,OpenTargets,,Insomnia,insomnia
MTA3,ENSG00000057935,0.3301992793019871,OpenTargets,,Insomnia,insomnia
SLC38A7,ENSG00000103042,0.32994934143794646,OpenTargets,,Insomnia,insomnia
CADM2,ENSG00000175161,0.32881483709043846,OpenTargets,,Insomnia,insomnia
RREB1,ENSG00000124782,0.3278325446376329,OpenTargets,,Insomnia,insomnia
CCDC175,ENSG00000151838,0.32768261271089183,OpenTargets,,Insomnia,insomnia
ACTR1A,ENSG00000138107,0.32757374699432407,OpenTargets,,Insomnia,insomnia
PELI1,ENSG00000197329,0.32719187989665066,OpenTargets,,Insomnia,insomnia
CHAC2,ENSG00000143942,0.3265323027883864,OpenTargets,,Insomnia,insomnia
HHLA2,ENSG00000114455,0.3247389648004275,OpenTargets,,Insomnia,insomnia
PHF2,ENSG00000197724,0.3242662546556326,OpenTargets,,Insomnia,insomnia
MAEL,ENSG00000143194,0.3238051251693592,OpenTargets,,Insomnia,insomnia
FNDC3A,ENSG00000102531,0.32361105253419903,OpenTargets,,Insomnia,insomnia
TNC,ENSG00000041982,0.32292516767967583,OpenTargets,,Insomnia,insomnia
TSPAN15,ENSG00000099282,0.3228720565419493,OpenTargets,,Insomnia,insomnia
RGS16,ENSG00000143333,0.322802292606348,OpenTargets,,Insomnia,insomnia
TRAF3IP1,ENSG00000204104,0.32217482141214054,OpenTargets,,Insomnia,insomnia
OSBP2,ENSG00000184792,0.32191192017896014,OpenTargets,,Insomnia,insomnia
PEX5L,ENSG00000114757,0.32175192039833267,OpenTargets,,Insomnia,insomnia
CHD7,ENSG00000171316,0.3216030506062314,OpenTargets,,Insomnia,insomnia
SHISA6,ENSG00000188803,0.32054585038981714,OpenTargets,,Insomnia,insomnia
UNC5D,ENSG00000156687,0.319828420471327,OpenTargets,,Insomnia,insomnia
NKX6-3,ENSG00000165066,0.3183976139107224,OpenTargets,,Insomnia,insomnia
LPP,ENSG00000145012,0.31807540046753413,OpenTargets,,Insomnia,insomnia
EDARADD,ENSG00000186197,0.31777655944953376,OpenTargets,,Insomnia,insomnia
SP4,ENSG00000105866,0.31767945704592576,OpenTargets,,Insomnia,insomnia
GTF2B,ENSG00000137947,0.3175361605088409,OpenTargets,,Insomnia,insomnia
TANK,ENSG00000136560,0.31729936876383574,OpenTargets,,Insomnia,insomnia
ACTL8,ENSG00000117148,0.31700758242930976,OpenTargets,,Insomnia,insomnia
SUPT20H,ENSG00000102710,0.3169520261085522,OpenTargets,,Insomnia,insomnia
SERGEF,ENSG00000129158,0.3166043681678441,OpenTargets,,Insomnia,insomnia
TCF12,ENSG00000140262,0.31562353724058784,OpenTargets,,Insomnia,insomnia
VSTM2A,ENSG00000170419,0.31471670476623986,OpenTargets,,Insomnia,insomnia
PPP2R2C,ENSG00000074211,0.3143949814610916,OpenTargets,,Insomnia,insomnia
LDB2,ENSG00000169744,0.31403245554090636,OpenTargets,,Insomnia,insomnia
IFT88,ENSG00000032742,0.31378811346721774,OpenTargets,,Insomnia,insomnia
SLC13A5,ENSG00000141485,0.31327768701667313,OpenTargets,,Insomnia,insomnia
TP73,ENSG00000078900,0.3132244216782149,OpenTargets,,Insomnia,insomnia
KCNMB4,ENSG00000135643,0.3131804964983613,OpenTargets,,Insomnia,insomnia
CPLX2,ENSG00000145920,0.3131147409006368,OpenTargets,,Insomnia,insomnia
CSF3R,ENSG00000119535,0.31307383915655806,OpenTargets,,Insomnia,insomnia
TMPRSS2,ENSG00000184012,0.3121678602934033,OpenTargets,,Insomnia,insomnia
LRPPRC,ENSG00000138095,0.3120463446096686,OpenTargets,,Insomnia,insomnia
KAT2B,ENSG00000114166,0.3118526840943211,OpenTargets,,Insomnia,insomnia
PPP3CA,ENSG00000138814,0.31145015073311016,OpenTargets,,Insomnia,insomnia
TENM4,ENSG00000149256,0.31141503029265416,OpenTargets,,Insomnia,insomnia
LUZP2,ENSG00000187398,0.31133171784019376,OpenTargets,,Insomnia,insomnia
SSR1,ENSG00000124783,0.31103529997654833,OpenTargets,,Insomnia,insomnia
MED27,ENSG00000160563,0.31098397316157406,OpenTargets,,Insomnia,insomnia
ASCC3,ENSG00000112249,0.3105719888864709,OpenTargets,,Insomnia,insomnia
DOK7,ENSG00000175920,0.3105113479189677,OpenTargets,,Insomnia,insomnia
SHISAL2B,ENSG00000145642,0.3101477646223366,OpenTargets,,Insomnia,insomnia
EHHADH,ENSG00000113790,0.30931135782501556,OpenTargets,,Insomnia,insomnia
FBXO11,ENSG00000138081,0.30838013960638583,OpenTargets,,Insomnia,insomnia
FCN1,ENSG00000085265,0.3073425008542193,OpenTargets,,Insomnia,insomnia
LRMDA,ENSG00000148655,0.30684833156652924,OpenTargets,,Insomnia,insomnia
RASD1,ENSG00000108551,0.3068319862889709,OpenTargets,,Insomnia,insomnia
TENM2,ENSG00000145934,0.3068116758497408,OpenTargets,,Insomnia,insomnia
BEGAIN,ENSG00000183092,0.3067080089006983,OpenTargets,,Insomnia,insomnia
IQSEC3,ENSG00000120645,0.3066939546054393,OpenTargets,,Insomnia,insomnia
DUSP6,ENSG00000139318,0.30636671862413334,OpenTargets,,Insomnia,insomnia
BRINP3,ENSG00000162670,0.30635918110879645,OpenTargets,,Insomnia,insomnia
KCNQ3,ENSG00000184156,0.3058284919845341,OpenTargets,,Insomnia,insomnia
QKI,ENSG00000112531,0.30454994763212784,OpenTargets,,Insomnia,insomnia
NCS1,ENSG00000107130,0.3045441320616758,OpenTargets,,Insomnia,insomnia
LY75,ENSG00000054219,0.30436715918622537,OpenTargets,,Insomnia,insomnia
KIF1A,ENSG00000130294,0.3031646743447214,OpenTargets,,Insomnia,insomnia
BMERB1,ENSG00000166780,0.30304853916508867,OpenTargets,,Insomnia,insomnia
UBE2W,ENSG00000104343,0.3024089365587462,OpenTargets,,Insomnia,insomnia
EP300,ENSG00000100393,0.3020637907792583,OpenTargets,,Insomnia,insomnia
C1GALT1,ENSG00000106392,0.30192395322892923,OpenTargets,,Insomnia,insomnia
EBF3,ENSG00000108001,0.30169223358656255,OpenTargets,,Insomnia,insomnia
PLCL1,ENSG00000115896,0.3012811228047565,OpenTargets,,Insomnia,insomnia
ARHGAP15,ENSG00000075884,0.30108307936858336,OpenTargets,,Insomnia,insomnia
SKIL,ENSG00000136603,0.3007069569971402,OpenTargets,,Insomnia,insomnia
MTMR7,ENSG00000003987,0.30007546094354903,OpenTargets,,Insomnia,insomnia
PRKG2,ENSG00000138669,0.2987184063900405,OpenTargets,,Insomnia,insomnia
ZNF521,ENSG00000198795,0.2971441667145601,OpenTargets,,Insomnia,insomnia
SLC35B4,ENSG00000205060,0.296889475568908,OpenTargets,,Insomnia,insomnia
PRSS12,ENSG00000164099,0.29646108390761844,OpenTargets,,Insomnia,insomnia
METAP1,ENSG00000164024,0.2955273544199299,OpenTargets,,Insomnia,insomnia
FAM120A,ENSG00000048828,0.2953163169507001,OpenTargets,,Insomnia,insomnia
ARHGEF6,ENSG00000129675,0.2944984830807933,OpenTargets,,Insomnia,insomnia
BDNF,ENSG00000176697,0.293154998328538,OpenTargets,,Insomnia,insomnia
NUDCD3,ENSG00000015676,0.2915979177533273,OpenTargets,,Insomnia,insomnia
NOVA1,ENSG00000139910,0.2914728444384259,OpenTargets,,Insomnia,insomnia
KLF15,ENSG00000163884,0.2910556614961503,OpenTargets,,Insomnia,insomnia
EPHB1,ENSG00000154928,0.2905493582850563,OpenTargets,,Insomnia,insomnia
LRFN5,ENSG00000165379,0.2897082593797569,OpenTargets,,Insomnia,insomnia
BLTP3A,ENSG00000065060,0.28963405303121925,OpenTargets,,Insomnia,insomnia
INVS,ENSG00000119509,0.28956918684128635,OpenTargets,,Insomnia,insomnia
ZAP70,ENSG00000115085,0.28759667861745064,OpenTargets,,Insomnia,insomnia
DMXL2,ENSG00000104093,0.2862245564495891,OpenTargets,,Insomnia,insomnia
PRIMA1,ENSG00000175785,0.28564301755601607,OpenTargets,,Insomnia,insomnia
AGPS,ENSG00000018510,0.28560339184502065,OpenTargets,,Insomnia,insomnia
NOL4,ENSG00000101746,0.2851593560376247,OpenTargets,,Insomnia,insomnia
NRXN3,ENSG00000021645,0.2849233941541464,OpenTargets,,Insomnia,insomnia
PRKN,ENSG00000185345,0.28485557597663796,OpenTargets,,Insomnia,insomnia
EPHA7,ENSG00000135333,0.2848164406490331,OpenTargets,,Insomnia,insomnia
MDFIC2,ENSG00000242120,0.28472222277815984,OpenTargets,,Insomnia,insomnia
GALNT17,ENSG00000185274,0.2845456629403835,OpenTargets,,Insomnia,insomnia
CCDC25,ENSG00000147419,0.28417447975054816,OpenTargets,,Insomnia,insomnia
FANCE,ENSG00000112039,0.28358415529231623,OpenTargets,,Insomnia,insomnia
CTTNBP2,ENSG00000077063,0.28336964004587006,OpenTargets,,Insomnia,insomnia
ANXA3,ENSG00000138772,0.28327295618710524,OpenTargets,,Insomnia,insomnia
MED12L,ENSG00000144893,0.28178890769351056,OpenTargets,,Insomnia,insomnia
NKAIN2,ENSG00000188580,0.28172681699559027,OpenTargets,,Insomnia,insomnia
BLTP1,ENSG00000138688,0.28101973103841077,OpenTargets,,Insomnia,insomnia
ASTN2,ENSG00000148219,0.28027595482347895,OpenTargets,,Insomnia,insomnia
RORB,ENSG00000198963,0.2797432794102202,OpenTargets,,Insomnia,insomnia
CD180,ENSG00000134061,0.27928378325848274,OpenTargets,,Insomnia,insomnia
FIBCD1,ENSG00000130720,0.2789561067036577,OpenTargets,,Insomnia,insomnia
THAP5,ENSG00000177683,0.27872241549479315,OpenTargets,,Insomnia,insomnia
CDH13,ENSG00000140945,0.27797530193545417,OpenTargets,,Insomnia,insomnia
FHIT,ENSG00000189283,0.277867603738712,OpenTargets,,Insomnia,insomnia
ZNF804B,ENSG00000182348,0.27780744342467995,OpenTargets,,Insomnia,insomnia
CCAR2,ENSG00000158941,0.2777262897824631,OpenTargets,,Insomnia,insomnia
FAT4,ENSG00000196159,0.27724421423787216,OpenTargets,,Insomnia,insomnia
IPO9,ENSG00000198700,0.27707201057076586,OpenTargets,,Insomnia,insomnia
TOPAZ1,ENSG00000173769,0.2770416232361018,OpenTargets,,Insomnia,insomnia
FNIP2,ENSG00000052795,0.2759336181619519,OpenTargets,,Insomnia,insomnia
CASD1,ENSG00000127995,0.2750171811848877,OpenTargets,,Insomnia,insomnia
PICALM,ENSG00000073921,0.2745622229403969,OpenTargets,,Insomnia,insomnia
CNTNAP5,ENSG00000155052,0.27432968823701986,OpenTargets,,Insomnia,insomnia
TLL2,ENSG00000095587,0.27419319856080504,OpenTargets,,Insomnia,insomnia
PRDM15,ENSG00000141956,0.2741891012270775,OpenTargets,,Insomnia,insomnia
ZFP64,ENSG00000020256,0.2734166002306085,OpenTargets,,Insomnia,insomnia
LRP1B,ENSG00000168702,0.2732088692044487,OpenTargets,,Insomnia,insomnia
BACE2,ENSG00000182240,0.2727996424912397,OpenTargets,,Insomnia,insomnia
CCDC62,ENSG00000130783,0.27204031403108386,OpenTargets,,Insomnia,insomnia
PAX6,ENSG00000007372,0.2719012788587549,OpenTargets,,Insomnia,insomnia
ADGRB3,ENSG00000135298,0.2715607497555518,OpenTargets,,Insomnia,insomnia
COL16A1,ENSG00000084636,0.27086427461506346,OpenTargets,,Insomnia,insomnia
AS3MT,ENSG00000214435,0.27030156723251736,OpenTargets,,Insomnia,insomnia
TAF5L,ENSG00000135801,0.2695731023241662,OpenTargets,,Insomnia,insomnia
KCNG2,ENSG00000178342,0.2692063028408458,OpenTargets,,Insomnia,insomnia
PRMT6,ENSG00000198890,0.26885110814968527,OpenTargets,,Insomnia,insomnia
