molecule_ID,MOL_ID,molecule_name,target_name,target_ID,drugbank_ID,validated,SVM_score,RF_score,herb_cn,herb_pinyin
1531,MOL001531,dl-Nuciferine,Muscarinic acetylcholine receptor M5,87,274,,0.950754,0.748,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Prostaglandin G/H synthase 2,94,290,,0.86008,0.804,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Alpha-2A adrenergic receptor,105,318,,0.86896,0.702,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,5-hydroxytryptamine receptor 3A,113,341,,0.954556,0.728,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Alpha-2C adrenergic receptor,126,378,,0.853427,0.724,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Muscarinic acetylcholine receptor M4,154,450,,0.94853,0.748,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Retinoic acid receptor RXR-alpha,158,459,,0.884326,0.722,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Delta-type opioid receptor,163,467,,0.962703,0.748,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Acetylcholinesterase,165,474,,0.855129,0.724,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,5-hydroxytryptamine 2A receptor,175,502,,0.938432,0.724,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Alpha-1A adrenergic receptor,191,556,,0.93593,0.718,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,5-hydroxytryptamine 2C receptor,203,590,,0.938057,0.718,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Muscarinic acetylcholine receptor M2,210,617,,0.96646,0.704,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Alpha-2B adrenergic receptor,214,629,,0.906537,0.704,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Alpha-1B adrenergic receptor,216,632,,0.931609,0.75,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Sodium-dependent dopamine transporter,239,713,,0.940319,0.72,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Beta-2 adrenergic receptor,261,766,,0.934607,0.754,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Alpha-1D adrenergic receptor,272,789,,0.895337,0.748,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.940022,0.704,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Sodium-dependent serotonin transporter,290,824,,0.948232,0.732,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,D(2) dopamine receptor,292,831,,0.934764,0.708,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Mu-type opioid receptor,299,847,,0.954978,0.73,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.832718,0.728,酸枣仁,Suanzaoren
1531,MOL001531,dl-Nuciferine,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,,0.879175,0.714,酸枣仁,Suanzaoren
1532,MOL001532,phytosterol,Progesterone receptor,209,614,,0.901155,0.724,酸枣仁,Suanzaoren
1533,MOL001533,sanjoinine A,Coagulation factor Xa,79,239,,0.925709,0.708,酸枣仁,Suanzaoren
1534,MOL001534,sanjoinine B,Coagulation factor Xa,79,239,,0.926046,0.722,酸枣仁,Suanzaoren
1534,MOL001534,sanjoinine B,Prostaglandin G/H synthase 2,94,290,,0.806517,0.7,酸枣仁,Suanzaoren
1539,MOL001539,sanjoinenine,Coagulation factor Xa,79,239,,0.925568,0.728,酸枣仁,Suanzaoren
1539,MOL001539,sanjoinenine,Prostaglandin G/H synthase 2,94,290,,0.84265,0.708,酸枣仁,Suanzaoren
1539,MOL001539,sanjoinenine,Heat shock protein HSP 90,444,1939,,0.803948,0.708,酸枣仁,Suanzaoren
1540,MOL001540,Spinosin,DNA topoisomerase II,287,817,,0.862792,0.71,酸枣仁,Suanzaoren
1541,MOL001541,"4H-Benzopyran-4-one, 6-beta-D-glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-",Androgen receptor,48,146,,0.84232,0.714,酸枣仁,Suanzaoren
1541,MOL001541,"4H-Benzopyran-4-one, 6-beta-D-glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-",DNA topoisomerase II,287,817,,0.811759,0.708,酸枣仁,Suanzaoren
1541,MOL001541,"4H-Benzopyran-4-one, 6-beta-D-glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-",Coagulation factor VII,123,369,,0.912295,0.7,酸枣仁,Suanzaoren
1541,MOL001541,"4H-Benzopyran-4-one, 6-beta-D-glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-",Glycogen synthase kinase-3 beta,422,1721,,0.923098,0.706,酸枣仁,Suanzaoren
1541,MOL001541,"4H-Benzopyran-4-one, 6-beta-D-glucopyranosyl-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-",Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.879157,0.722,酸枣仁,Suanzaoren
1542,MOL001542,swertisin,Androgen receptor,48,146,,0.863805,0.718,酸枣仁,Suanzaoren
1542,MOL001542,swertisin,DNA topoisomerase II,287,817,,0.832964,0.708,酸枣仁,Suanzaoren
1542,MOL001542,swertisin,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.882788,0.71,酸枣仁,Suanzaoren
1543,MOL001543,Vicenin-2,DNA topoisomerase II,287,817,,0.8816,0.702,酸枣仁,Suanzaoren
1545,MOL001545,zivulgarin_qt,Androgen receptor,48,146,,0.846934,0.72,酸枣仁,Suanzaoren
1545,MOL001545,zivulgarin_qt,Coagulation factor VII,123,369,,0.906013,0.7,酸枣仁,Suanzaoren
1545,MOL001545,zivulgarin_qt,Glycogen synthase kinase-3 beta,422,1721,,0.918412,0.71,酸枣仁,Suanzaoren
1545,MOL001545,zivulgarin_qt,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.870145,0.722,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Prostaglandin G/H synthase 1,6,20,,0.912063,0.716,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Muscarinic acetylcholine receptor M3,16,51,,0.939724,0.702,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Muscarinic acetylcholine receptor M1,38,103,,0.947446,0.71,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Androgen receptor,48,146,,0.950004,0.782,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Sodium channel protein type 5 subunit alpha,70,220,,0.938201,0.71,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Prostaglandin G/H synthase 2,94,290,,0.912117,0.788,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Retinoic acid receptor RXR-alpha,158,459,,0.942096,0.71,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Acetylcholinesterase,165,474,,0.903595,0.72,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,DNA topoisomerase II,287,817,,0.875577,0.722,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Heat shock protein HSP 90,444,1939,,0.971007,0.722,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Nuclear receptor coactivator 1,3279,6228,,0.866323,0.712,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Calcium-activated potassium channel subunit alpha 1,3727,610,,0.897417,0.708,酸枣仁,Suanzaoren
1546,MOL001546,zizyphusine,Calmodulin,3907,465,,0.808733,0.726,酸枣仁,Suanzaoren
211,MOL000211,Mairin,Progesterone receptor,209,614,,0.86523,0.702,酸枣仁,Suanzaoren
360,MOL000360,FER,Prostaglandin G/H synthase 1,6,20,,0.924937,0.788,酸枣仁,Suanzaoren
360,MOL000360,FER,Prostaglandin G/H synthase 2,94,290,,0.950834,0.82,酸枣仁,Suanzaoren
360,MOL000360,FER,"Nitric-oxide synthase, endothelial",95,291,,0.882966,0.8,酸枣仁,Suanzaoren
360,MOL000360,FER,Alpha-2A adrenergic receptor,105,318,,0.831789,0.72,酸枣仁,Suanzaoren
360,MOL000360,FER,Sodium-dependent noradrenaline transporter,186,540,,0.83997,0.7,酸枣仁,Suanzaoren
360,MOL000360,FER,Alpha-1A adrenergic receptor,191,556,,0.809894,0.732,酸枣仁,Suanzaoren
360,MOL000360,FER,Sodium-dependent dopamine transporter,239,713,,0.85173,0.72,酸枣仁,Suanzaoren
360,MOL000360,FER,Beta-2 adrenergic receptor,261,766,,0.870841,0.73,酸枣仁,Suanzaoren
360,MOL000360,FER,Leukotriene A-4 hydrolase,521,3060,,0.919633,0.706,酸枣仁,Suanzaoren
360,MOL000360,FER,Amine oxidase [flavin-containing] B,565,3939,,0.958582,0.756,酸枣仁,Suanzaoren
360,MOL000360,FER,Amine oxidase [flavin-containing] A,566,3941,,0.962173,0.706,酸枣仁,Suanzaoren
360,MOL000360,FER,Chymotrypsinogen B,1696,6011,,0.834854,0.71,酸枣仁,Suanzaoren
360,MOL000360,FER,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.8169,0.708,酸枣仁,Suanzaoren
360,MOL000360,FER,Alpha-2B adrenergic receptor,214,629,,0.844928,0.702,酸枣仁,Suanzaoren
360,MOL000360,FER,Urokinase-type plasminogen activator,346,1074,,0.894296,0.702,酸枣仁,Suanzaoren
360,MOL000360,FER,Heat shock protein HSP 90,444,1939,,0.837052,0.704,酸枣仁,Suanzaoren
1002,MOL001002,ellagic acid,Cell division protein kinase 2,482,2240,,0.84108,0.716,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Estrogen receptor,46,136,,0.896638,0.716,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Androgen receptor,48,146,,0.869762,0.764,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Progesterone receptor,209,614,,0.863788,0.716,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Heat shock protein HSP 90,444,1939,,0.917517,0.708,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Transcription factor p65,4565,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Vascular endothelial growth factor A,740,183,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Cyclin-dependent kinase inhibitor 1,4141,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,72 kDa type IV collagenase,238,707,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Matrix metalloproteinase-9,4334,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,NF-kappa-B inhibitor alpha,4394,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Interleukin-8,4303,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Protein kinase C beta type,4470,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Glutathione S-transferase P,733,904,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Insulin-like growth factor II,4279,h001,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Glutathione S-transferase Mu 1,2952,896,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Glutathione S-transferase Mu 2,3688,2165,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Glutathione S-transferase A1,766,4031,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Glutathione S-transferase A2,3674,3932,validated,,,核桃仁,Hetaoren
1002,MOL001002,ellagic acid,Chitin synthase 2,4117,h001,validated,,,核桃仁,Hetaoren
9096,MOL009096,Methyl 9-cyclopropylnonanoate,Prostaglandin G/H synthase 2,94,290,,0.898702,0.74,核桃仁,Hetaoren
9096,MOL009096,Methyl 9-cyclopropylnonanoate,Muscarinic acetylcholine receptor M2,210,617,,0.858272,0.708,核桃仁,Hetaoren
9096,MOL009096,Methyl 9-cyclopropylnonanoate,Amine oxidase [flavin-containing] B,565,3939,,0.81018,0.714,核桃仁,Hetaoren
9096,MOL009096,Methyl 9-cyclopropylnonanoate,Nuclear receptor coactivator 2,3276,6241,,0.909082,0.72,核桃仁,Hetaoren
9100,MOL009100,"2,2',3,3',4,4'-Tetramethoxy-6,6'-biphenyldicarboxylic acid, dimethyl ester",Prostaglandin G/H synthase 2,94,290,,0.810164,0.738,核桃仁,Hetaoren
9100,MOL009100,"2,2',3,3',4,4'-Tetramethoxy-6,6'-biphenyldicarboxylic acid, dimethyl ester",Calcium-activated potassium channel subunit alpha 1,3727,610,,0.8487,0.724,核桃仁,Hetaoren
12794,MOL012794,Juglanin,Androgen receptor,48,146,,0.811756,0.726,核桃仁,Hetaoren
12794,MOL012794,Juglanin,Coagulation factor Xa,79,239,,0.852932,0.704,核桃仁,Hetaoren
12794,MOL012794,Juglanin,Prostaglandin G/H synthase 2,94,290,,0.923311,0.722,核桃仁,Hetaoren
12794,MOL012794,Juglanin,DNA topoisomerase II,287,817,,0.821103,0.724,核桃仁,Hetaoren
12794,MOL012794,Juglanin,Trypsin-1,2928,3176,,0.866874,0.708,核桃仁,Hetaoren
9115,MOL009115,juglone,Cellular tumor antigen p53,646,5788,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Fatty acid synthase,374,1295,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Superoxide dismutase [Cu-Zn],597,4152,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Catalase,735,2230,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Glucose-6-phosphate 1-dehydrogenase,1604,2630,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Granulocyte-macrophage colony-stimulating factor,4236,h001,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Dual oxidase 2,4174,h001,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Cystathionine gamma-synthase,639,5492,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,Interleukin-5,481,2232,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,"Glutathione reductase, mitochondrial",240,714,validated,,,核桃仁,Hetaoren
9115,MOL009115,juglone,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",4332,h001,validated,,,核桃仁,Hetaoren
1789,MOL001789,isoliquiritigenin,Prostaglandin G/H synthase 1,6,20,,0.879046,0.764,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Estrogen receptor,46,136,,0.921669,0.786,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Peroxisome proliferator activated receptor gamma,78,238,,0.870824,0.758,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Prostaglandin G/H synthase 2,94,290,,0.926081,0.846,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Carbonic anhydrase II,117,357,,0.820359,0.796,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Beta-2 adrenergic receptor,261,766,,0.805155,0.712,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Estrogen receptor beta,307,869,,0.807019,0.718,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Mitogen-activated protein kinase 14,402,1540,,0.897399,0.752,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Glycogen synthase kinase-3 beta,422,1721,,0.875868,0.702,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Heat shock protein HSP 90,444,1939,,0.911192,0.718,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Cell division protein kinase 2,482,2240,,0.871146,0.746,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Amine oxidase [flavin-containing] B,565,3939,,0.912743,0.704,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.891868,0.722,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,cAMP-dependent protein kinase inhibitor alpha,3586,6264,,0.804851,0.754,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,"Nitric oxide synthase, inducible",3,7,,0.871155,0.732,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Androgen receptor,48,146,,0.853478,0.768,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.931218,0.728,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Beta-lactamase,499,2478,,0.832661,0.714,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,,0.855908,0.726,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Cyclin-A2,3025,6235,,0.937968,0.704,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Nuclear receptor coactivator 2,3276,6241,,0.801445,0.79,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Proto-oncogene c-Fos,4478,h001,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Apoptosis regulator BAX,4033,h001,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,E-selectin,427,1756,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Vascular cell adhesion protein 1,440,1908,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Gamma-aminobutyric acid type B receptor subunit 1,4222,h001,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Tyrosinase,4590,h001,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Junctional adhesion molecule A,4306,h001,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Tyrosine-protein kinase JAK2,601,4173,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,Metallothionein-2,4345,h001,validated,,,黄精,Huangjing
1789,MOL001789,isoliquiritigenin,"Solute carrier family 2, facilitated glucose transporter member 1",4533,h001,validated,,,黄精,Huangjing
1792,MOL001792,DFV,Prostaglandin G/H synthase 1,6,20,,0.892476,0.752,黄精,Huangjing
1792,MOL001792,DFV,Estrogen receptor,46,136,,0.942467,0.804,黄精,Huangjing
1792,MOL001792,DFV,Prostaglandin G/H synthase 2,94,290,,0.930541,0.84,黄精,Huangjing
1792,MOL001792,DFV,Retinoic acid receptor RXR-alpha,158,459,,0.882757,0.704,黄精,Huangjing
1792,MOL001792,DFV,Beta-2 adrenergic receptor,261,766,,0.83234,0.702,黄精,Huangjing
1792,MOL001792,DFV,Heat shock protein HSP 90,444,1939,,0.942839,0.722,黄精,Huangjing
1792,MOL001792,DFV,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,,0.883017,0.704,黄精,Huangjing
1792,MOL001792,DFV,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.896372,0.718,黄精,Huangjing
1792,MOL001792,DFV,Beta-lactamase,499,2478,,0.81673,0.704,黄精,Huangjing
1792,MOL001792,DFV,Amine oxidase [flavin-containing] B,565,3939,,0.86669,0.702,黄精,Huangjing
1792,MOL001792,DFV,Sodium-dependent serotonin transporter,290,824,,0.834445,0.7,黄精,Huangjing
1792,MOL001792,DFV,cAMP-dependent protein kinase inhibitor alpha,3586,6264,,0.812898,0.758,黄精,Huangjing
1801,MOL001801,salicylic acid,Prostaglandin G/H synthase 1,6,20,,0.840581,0.784,黄精,Huangjing
1801,MOL001801,salicylic acid,Prostaglandin G/H synthase 2,94,290,,0.828723,0.83,黄精,Huangjing
1801,MOL001801,salicylic acid,Amine oxidase [flavin-containing] B,565,3939,,0.875331,0.708,黄精,Huangjing
1801,MOL001801,salicylic acid,Alcohol dehydrogenase 1B,726,444,,0.95204,0.71,黄精,Huangjing
1801,MOL001801,salicylic acid,Alcohol dehydrogenase 1C,727,517,,0.962655,0.744,黄精,Huangjing
1801,MOL001801,salicylic acid,Lysozyme,1172,2300,,0.909282,0.78,黄精,Huangjing
