gene_symbol
ADRA1A
RELA
UQCRB
SCIMP
CREB3L3
MINDY2
CNTNAP2
PECAM1
NCSTN
PDE9A
GLIS3
JUN
LMNA
ZNF629
COG8
PRDX1
ULK1
CAPN2
FLNA
NOC3L
CTSL
PSENEN
ESR2
ZNF652
PFKP
PTPRA
ZKSCAN1
FOSL1
GOT1
BRSK2
MS4A6E
NR3C1
STAT4
CAST
LILRB2
ULK4
NOX4
CAPN1
TTK
SREBF1
MAPT
CDC25A
EMC4
SPTLC2
PTGS1
ACSL4
B4GALT1
NGLY1
HTR1B
SLC26A1
PPP3CC
SLC35C1
FOXK1
LMNB1
PTPRJ
PTPRO
CAPNS1
RAD51C
NFKB2
FASTK
NDUFB6
HINFP
GOLGA2
ATF5
LRRC25
IGFBP3
VEZF1
DRD5
KLKB1
CDC25C
PRKAB1
ZNF827
GAK
ABCC9
PFKL
KAT7
KIT
CAPNS2
MPRIP
CHRNA7
BRD8
CDC5L
SLC7A14
CTSH
PTPRS
SLC36A1
CDYL
DLX2
NDUFB10
CLINT1
CYB5R4
VARS2
ZC3H8
TIMM44
NVL
GTF2I
CXXC1
PSKH1
MAP2K4
PPP2R1A
MLPH
SLC39A10
GNPAT
PICK1
MAP2K7
ADRB3
GLP1R
PDGFRB
MTFR1
CTDSP1
CCDC88A
SPPL2A
S100A4
ZFHX3
LILRA5
ESR1
MS4A4E
MRPL35
ILF3
ATOH8
FAM20B
COX7B
ABHD6
LRRK2
CANX
DNPEP
HTR2C
PNO1
PVR
AP3M1
PHKG2
PPP1CB
FGFR3
SDK1
MELK
KHDRBS2
CDK2
CGA
TRAPPC11
MMP3
TRRAP
ARPC5L
PRDM9
CACNA1A
PIK3R2
GNG4
ARNT
CCDC6
EPHX2
FAHD2A
ATP5F1C
WIPF2
XPO7
RAB9A
MGAT1
TRMT10C
SHMT1
RIN3
CAMK1G
GRIK5
DOCK3
ARPC4
ZNF462
EPB41L1
GDI1
APOB
CYSLTR1
EXOC2
PPP1R12A
PTH
HIC1
ACP5
COMP
NDUFS4
NFIB
KRT86
IPO13
S100A13
HAVCR2
RBCK1
MTHFD1L
MVP
ZNF568
CAV1
LAMTOR1
PITX2
COX7A1
IL6R
MAP4K2
ACY3
NUAK2
HCN2
LCMT1
EVX2
KMT2B
IRF4
PAPSS1
ITGB4
FUZ
CCN3
HES4
PURA
TBX5
MAPK14
CSNK2B
FECH
TPST2
CTCF
FADS1
SDCCAG8
BARHL2
GRIA1
MRPS17
NME4
NKX2-3
PPP4R1
AASS
TCF7L2
PIM1
PTPRD
PIK3C2A
ECE1
MAST2
ADORA2B
VEGFC
SYBU
DYRK1B
HCN4
ARL1
SLC25A4
DHX30
CDKL1
DSTN
LIPG
PTGFR
CHRNA2
SPEN
RABEP1
HLA-DRB1
HMGB1
CCR5
YAP1
SQSTM1
STK11
CCR2
ADAR
NCAM1
SELP
LTF
IKZF1
F13A1
MMP13
LIPC
FANCD2
EDNRB
BIRC3
PAX2
MMP12
MEF2C
SLC2A9
APOC1
RORA
PAK2
CCR3
IGH
HLA-DRB5
CYCS
TOMM40
BCL3
CELF1
VLDLR
ARSB
PSMA1
CSMD1
CUBN
CAND1
BCAM
RPN2
CAMK4
AFF1
ADAMTS9
CACNA1G
ELMO1
SASH1
AP2A2
ARID2
RFC3
NCS1
ZBP1
MAGI2
VSNL1
PCSK5
CELF2
ACKR2
EXOC4
NCR2
LRAT
SLC28A1
CNTN4
RRAS2
ME2
PDS5B
KCNV2
EFNA5
NRXN3
POU4F1
CRADD
TLN2
PARVB
DNAH11
MAN2A1
PLXNA1
ZNF326
DOK2
PRRC2C
MPP7
HRK
ADCY8
BZW2
MLN
CTNNA2
MAL2
SLC9A9
GPC6
MEGF10
CCDC50
TGM6
UTP20
SCAMP1
SUCLG2
TRIP4
FMN2
ACKR4
PRUNE2
GFRA2
PPP1R3B
GABRG3
PCDH11X
SPON1
FRMD4A
CMAS
CDC42EP3
ADAMTS9-AS2
FARP1
LEMD2
UBE2Q1
FRMD6
BCAS3
ZNF292
ST18
MIR1275
KCNT2
CCRL2
SCAF11
HECW1
ALPK3
TREML2
CYB561
MRPL10
LIMS2
MGST3
ZNF592
MOBP
DCUN1D5
DIP2C
NDUFAF6
NME8
EFR3A
TSPAN13
TUSC1
ANKRD55
S100A5
SLC4A8
DMXL1
SAP30L
ZCWPW1
MS4A3
PLEKHG1
STK32B
NKAIN2
EXOC3L2
HS3ST1
MS4A4A
DCHS2
ANO4
STXBP6
MYO16
CLMN
UTS2B
ARHGAP20
SP6
ARPP21
ZPBP
NME9
CLVS1
OSBPL7
ADAMTS20
LHFPL2
RIMBP2
TTLL7
SLC44A5
CEACAM16
PPP1R37
ZNF320
RNFT2
SHE
VAT1L
PLPP4
WTAPP1
SLC12A2-DT
BASP1-AS1
MROH8
TDRD10
FANCD2OS
LINC03122
CCR5AS
OBI1-AS1
LIPC-AS1
MEF2C-AS1
LINC00423
PDE7B-AS1
MIR6843
PPIAP59
LINC01567
LINC01725
SNAR-I
EPHA1-AS1
LINC02141
ZNF594-DT
LINC01492
PGAM5P1
LINC01848
LOC101928135
LOC101927598
